profile_id,latent_profile_id,condition,condition_replicate,gender,age,year_birth,age_band,race,education,income,party,state_fips,state_abbr
LP0905__former-skeptics__R1,LP0905,Former skeptics,1,Female,75,1951,60+,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Democrat,27,MN
LP0906__former-skeptics__R1,LP0906,Former skeptics,1,Female,72,1954,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,27,MN
LP0907__former-skeptics__R1,LP0907,Former skeptics,1,Female,77,1949,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,56,WY
LP0908__former-skeptics__R1,LP0908,Former skeptics,1,Female,63,1963,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,34,NJ
LP0909__former-skeptics__R1,LP0909,Former skeptics,1,Female,61,1965,60+,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Republican,36,NY
LP0910__former-skeptics__R1,LP0910,Former skeptics,1,Female,75,1951,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,39,OH
LP0911__former-skeptics__R1,LP0911,Former skeptics,1,Female,85,1941,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,48,TX
LP0912__former-skeptics__R1,LP0912,Former skeptics,1,Female,66,1960,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,39,OH
LP0913__former-skeptics__R1,LP0913,Former skeptics,1,Female,88,1938,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,05,AR
LP0914__former-skeptics__R1,LP0914,Former skeptics,1,Female,68,1958,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,17,IL
LP0915__former-skeptics__R1,LP0915,Former skeptics,1,Female,89,1937,60+,White / Caucasian,Less than high school,"$168,000 or more",Republican,25,MA
LP0916__former-skeptics__R1,LP0916,Former skeptics,1,Female,82,1944,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,53,WA
LP0917__former-skeptics__R1,LP0917,Former skeptics,1,Female,74,1952,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,42,PA
LP0918__former-skeptics__R1,LP0918,Former skeptics,1,Female,69,1957,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Other,12,FL
LP0919__former-skeptics__R1,LP0919,Former skeptics,1,Female,74,1952,60+,White / Caucasian,Less than high school,"Less than $30,000",Republican,48,TX
LP0920__former-skeptics__R1,LP0920,Former skeptics,1,Female,81,1945,60+,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Republican,17,IL
LP0921__former-skeptics__R1,LP0921,Former skeptics,1,Female,62,1964,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,36,NY
LP0922__former-skeptics__R1,LP0922,Former skeptics,1,Female,67,1959,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,10,DE
LP0923__former-skeptics__R1,LP0923,Former skeptics,1,Female,82,1944,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,37,NC
LP0924__former-skeptics__R1,LP0924,Former skeptics,1,Female,93,1933,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,53,WA
LP0925__former-skeptics__R1,LP0925,Former skeptics,1,Female,81,1945,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,34,NJ
LP0926__former-skeptics__R1,LP0926,Former skeptics,1,Female,69,1957,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,42,PA
LP0927__former-skeptics__R1,LP0927,Former skeptics,1,Female,67,1959,60+,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Other,53,WA
LP0928__former-skeptics__R1,LP0928,Former skeptics,1,Female,92,1934,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent,13,GA
LP0929__former-skeptics__R1,LP0929,Former skeptics,1,Female,62,1964,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,16,ID
LP0930__former-skeptics__R1,LP0930,Former skeptics,1,Female,79,1947,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,25,MA
LP0931__former-skeptics__R1,LP0931,Former skeptics,1,Female,75,1951,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,18,IN
LP0932__former-skeptics__R1,LP0932,Former skeptics,1,Female,86,1940,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,17,IL
LP0933__former-skeptics__R1,LP0933,Former skeptics,1,Female,66,1960,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,48,TX
LP0934__former-skeptics__R1,LP0934,Former skeptics,1,Female,79,1947,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,12,FL
LP0935__former-skeptics__R1,LP0935,Former skeptics,1,Female,71,1955,60+,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican,48,TX
LP0936__former-skeptics__R1,LP0936,Former skeptics,1,Female,66,1960,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat,12,FL
LP0937__former-skeptics__R1,LP0937,Former skeptics,1,Female,62,1964,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,36,NY
LP0938__former-skeptics__R1,LP0938,Former skeptics,1,Female,74,1952,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,21,KY
LP0939__former-skeptics__R1,LP0939,Former skeptics,1,Female,76,1950,60+,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Democrat,24,MD
LP0940__former-skeptics__R1,LP0940,Former skeptics,1,Female,63,1963,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,18,IN
LP0941__former-skeptics__R1,LP0941,Former skeptics,1,Female,66,1960,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,12,FL
LP0942__former-skeptics__R1,LP0942,Former skeptics,1,Female,81,1945,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,25,MA
LP0943__former-skeptics__R1,LP0943,Former skeptics,1,Female,75,1951,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,06,CA
LP0944__former-skeptics__R1,LP0944,Former skeptics,1,Female,67,1959,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,34,NJ
LP0945__former-skeptics__R1,LP0945,Former skeptics,1,Female,73,1953,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,17,IL
LP0946__former-skeptics__R1,LP0946,Former skeptics,1,Female,73,1953,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,12,FL
LP0947__former-skeptics__R1,LP0947,Former skeptics,1,Female,82,1944,60+,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican,21,KY
LP0948__former-skeptics__R1,LP0948,Former skeptics,1,Female,73,1953,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,19,IA
LP0949__former-skeptics__R1,LP0949,Former skeptics,1,Female,74,1952,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,41,OR
LP0950__former-skeptics__R1,LP0950,Former skeptics,1,Female,88,1938,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,42,PA
LP0951__former-skeptics__R1,LP0951,Former skeptics,1,Female,70,1956,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,37,NC
LP0952__former-skeptics__R1,LP0952,Former skeptics,1,Female,64,1962,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,10,DE
LP0953__former-skeptics__R1,LP0953,Former skeptics,1,Female,61,1965,60+,Black / African American,Some college or Associate's degree,"Less than $30,000",Democrat,37,NC
LP0954__former-skeptics__R1,LP0954,Former skeptics,1,Female,61,1965,60+,Black / African American,Less than high school,"Less than $30,000",Democrat,17,IL
LP0955__former-skeptics__R1,LP0955,Former skeptics,1,Female,70,1956,60+,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Democrat,34,NJ
LP0956__former-skeptics__R1,LP0956,Former skeptics,1,Female,65,1961,60+,Black / African American,High school diploma / GED,"Less than $30,000",Other,45,SC
LP0957__former-skeptics__R1,LP0957,Former skeptics,1,Female,61,1965,60+,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Democrat,45,SC
LP0958__former-skeptics__R1,LP0958,Former skeptics,1,Female,78,1948,60+,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,24,MD
LP0959__former-skeptics__R1,LP0959,Former skeptics,1,Female,73,1953,60+,Black / African American,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,22,LA
LP0960__former-skeptics__R1,LP0960,Former skeptics,1,Female,63,1963,60+,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Democrat,28,MS
LP0961__former-skeptics__R1,LP0961,Former skeptics,1,Female,63,1963,60+,Black / African American,High school diploma / GED,"$56,000 to $99,999",Democrat,17,IL
LP0962__former-skeptics__R1,LP0962,Former skeptics,1,Female,70,1956,60+,Black / African American,Bachelor's degree,"Less than $30,000",Democrat,12,FL
LP0963__former-skeptics__R1,LP0963,Former skeptics,1,Female,65,1961,60+,Black / African American,Less than high school,"$100,000 to $167,999",Independent,18,IN
LP0964__former-skeptics__R1,LP0964,Former skeptics,1,Female,69,1957,60+,Black / African American,High school diploma / GED,"$56,000 to $99,999",Democrat,24,MD
LP0965__former-skeptics__R1,LP0965,Former skeptics,1,Female,77,1949,60+,Black / African American,Master's degree / Professional degree,"$168,000 or more",Democrat,12,FL
LP0966__former-skeptics__R1,LP0966,Former skeptics,1,Female,74,1952,60+,Black / African American,High school diploma / GED,"$30,000 to $55,999",Democrat,55,WI
LP0967__former-skeptics__R1,LP0967,Former skeptics,1,Female,73,1953,60+,Black / African American,Bachelor's degree,"$30,000 to $55,999",Democrat,17,IL
LP0968__former-skeptics__R1,LP0968,Former skeptics,1,Female,63,1963,60+,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Independent,12,FL
LP0969__former-skeptics__R1,LP0969,Former skeptics,1,Female,65,1961,60+,Black / African American,High school diploma / GED,"$100,000 to $167,999",Independent,01,AL
LP0970__former-skeptics__R1,LP0970,Former skeptics,1,Female,65,1961,60+,Black / African American,High school diploma / GED,"$30,000 to $55,999",Independent,01,AL
LP0971__former-skeptics__R1,LP0971,Former skeptics,1,Female,71,1955,60+,Black / African American,High school diploma / GED,"$30,000 to $55,999",Independent,12,FL
LP0972__former-skeptics__R1,LP0972,Former skeptics,1,Female,67,1959,60+,Hispanic / Latino,Bachelor's degree,"Less than $30,000",Republican,06,CA
LP0973__former-skeptics__R1,LP0973,Former skeptics,1,Female,61,1965,60+,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Democrat,47,TN
LP0974__former-skeptics__R1,LP0974,Former skeptics,1,Female,63,1963,60+,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Independent,06,CA
LP0975__former-skeptics__R1,LP0975,Former skeptics,1,Female,62,1964,60+,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat,37,NC
LP0976__former-skeptics__R1,LP0976,Former skeptics,1,Female,64,1962,60+,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Democrat,06,CA
LP0977__former-skeptics__R1,LP0977,Former skeptics,1,Female,60,1966,60+,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Republican,06,CA
LP0978__former-skeptics__R1,LP0978,Former skeptics,1,Female,64,1962,60+,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Republican,24,MD
LP0979__former-skeptics__R1,LP0979,Former skeptics,1,Female,70,1956,60+,Hispanic / Latino,Less than high school,"Less than $30,000",Democrat,44,RI
LP0980__former-skeptics__R1,LP0980,Former skeptics,1,Female,65,1961,60+,Hispanic / Latino,High school diploma / GED,"$168,000 or more",Democrat,06,CA
LP0981__former-skeptics__R1,LP0981,Former skeptics,1,Female,84,1942,60+,Hispanic / Latino,Less than high school,"Less than $30,000",Independent,09,CT
LP0982__former-skeptics__R1,LP0982,Former skeptics,1,Female,63,1963,60+,Hispanic / Latino,Some college or Associate's degree,"Less than $30,000",Republican,48,TX
LP0983__former-skeptics__R1,LP0983,Former skeptics,1,Female,73,1953,60+,Hispanic / Latino,Less than high school,"$30,000 to $55,999",Republican,48,TX
LP0984__former-skeptics__R1,LP0984,Former skeptics,1,Female,69,1957,60+,Hispanic / Latino,Less than high school,"Less than $30,000",Republican,48,TX
LP0985__former-skeptics__R1,LP0985,Former skeptics,1,Female,68,1958,60+,Hispanic / Latino,Bachelor's degree,"Less than $30,000",Democrat,12,FL
LP0986__former-skeptics__R1,LP0986,Former skeptics,1,Female,81,1945,60+,Hispanic / Latino,Less than high school,"$30,000 to $55,999",Democrat,06,CA
LP0987__former-skeptics__R1,LP0987,Former skeptics,1,Female,70,1956,60+,Hispanic / Latino,Some college or Associate's degree,"Less than $30,000",Republican,12,FL
LP0988__former-skeptics__R1,LP0988,Former skeptics,1,Female,74,1952,60+,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Other,08,CO
LP0989__former-skeptics__R1,LP0989,Former skeptics,1,Female,70,1956,60+,Asian / Asian American,Bachelor's degree,"$100,000 to $167,999",Republican,08,CO
LP0990__former-skeptics__R1,LP0990,Former skeptics,1,Female,68,1958,60+,Asian / Asian American,Bachelor's degree,"$100,000 to $167,999",Independent,36,NY
LP0991__former-skeptics__R1,LP0991,Former skeptics,1,Female,76,1950,60+,Asian / Asian American,Less than high school,"$30,000 to $55,999",Republican,38,ND
LP0992__former-skeptics__R1,LP0992,Former skeptics,1,Female,72,1954,60+,Asian / Asian American,High school diploma / GED,"Less than $30,000",Independent,27,MN
LP0993__former-skeptics__R1,LP0993,Former skeptics,1,Female,76,1950,60+,Asian / Asian American,Master's degree / Professional degree,"$168,000 or more",Democrat,42,PA
LP0994__former-skeptics__R1,LP0994,Former skeptics,1,Female,63,1963,60+,Asian / Asian American,Some college or Associate's degree,"$100,000 to $167,999",Democrat,06,CA
LP0995__former-skeptics__R1,LP0995,Former skeptics,1,Female,92,1934,60+,Asian / Asian American,Bachelor's degree,"$100,000 to $167,999",Other,15,HI
LP0996__former-skeptics__R1,LP0996,Former skeptics,1,Female,83,1943,60+,Asian / Asian American,High school diploma / GED,"Less than $30,000",Independent,06,CA
LP0997__former-skeptics__R1,LP0997,Former skeptics,1,Female,94,1932,60+,Asian / Asian American,High school diploma / GED,"$30,000 to $55,999",Democrat,06,CA
LP0998__former-skeptics__R1,LP0998,Former skeptics,1,Female,64,1962,60+,Other,Less than high school,"Less than $30,000",Republican,18,IN
LP0999__former-skeptics__R1,LP0999,Former skeptics,1,Female,61,1965,60+,Other,High school diploma / GED,"Less than $30,000",Independent,48,TX
LP1000__former-skeptics__R1,LP1000,Former skeptics,1,Female,62,1964,60+,Other,Bachelor's degree,"$100,000 to $167,999",Republican,48,TX
LP0001__high-public-trust__R1,LP0001,High public trust,1,Male,21,2005,18-29,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,16,ID
LP0002__high-public-trust__R1,LP0002,High public trust,1,Male,28,1998,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,22,LA
LP0003__high-public-trust__R1,LP0003,High public trust,1,Male,25,2001,18-29,White / Caucasian,Doctorate degree / Ph.D.,"$30,000 to $55,999",Independent,42,PA
LP0004__high-public-trust__R1,LP0004,High public trust,1,Male,18,2008,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat,13,GA
LP0005__high-public-trust__R1,LP0005,High public trust,1,Male,26,2000,18-29,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,12,FL
LP0006__high-public-trust__R1,LP0006,High public trust,1,Male,26,2000,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,12,FL
LP0007__high-public-trust__R1,LP0007,High public trust,1,Male,18,2008,18-29,White / Caucasian,Less than high school,"$100,000 to $167,999",Independent,53,WA
LP0008__high-public-trust__R1,LP0008,High public trust,1,Male,23,2003,18-29,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Republican,22,LA
LP0009__high-public-trust__R1,LP0009,High public trust,1,Male,24,2002,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,48,TX
LP0010__high-public-trust__R1,LP0010,High public trust,1,Male,21,2005,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Democrat,06,CA
LP0011__high-public-trust__R1,LP0011,High public trust,1,Male,23,2003,18-29,White / Caucasian,Bachelor's degree,"Less than $30,000",Democrat,47,TN
LP0012__high-public-trust__R1,LP0012,High public trust,1,Male,25,2001,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,48,TX
LP0013__high-public-trust__R1,LP0013,High public trust,1,Male,24,2002,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,37,NC
LP0014__high-public-trust__R1,LP0014,High public trust,1,Male,27,1999,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,47,TN
LP0015__high-public-trust__R1,LP0015,High public trust,1,Male,28,1998,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,50,VT
LP0016__high-public-trust__R1,LP0016,High public trust,1,Male,26,2000,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,13,GA
LP0017__high-public-trust__R1,LP0017,High public trust,1,Male,23,2003,18-29,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Independent,36,NY
LP0018__high-public-trust__R1,LP0018,High public trust,1,Male,27,1999,18-29,White / Caucasian,Doctorate degree / Ph.D.,"$100,000 to $167,999",Democrat,18,IN
LP0019__high-public-trust__R1,LP0019,High public trust,1,Male,23,2003,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,47,TN
LP0020__high-public-trust__R1,LP0020,High public trust,1,Male,23,2003,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,54,WV
LP0021__high-public-trust__R1,LP0021,High public trust,1,Male,19,2007,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,36,NY
LP0022__high-public-trust__R1,LP0022,High public trust,1,Male,24,2002,18-29,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Independent,48,TX
LP0023__high-public-trust__R1,LP0023,High public trust,1,Male,29,1997,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,42,PA
LP0024__high-public-trust__R1,LP0024,High public trust,1,Male,27,1999,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,34,NJ
LP0025__high-public-trust__R1,LP0025,High public trust,1,Male,20,2006,18-29,White / Caucasian,Less than high school,"$100,000 to $167,999",Other,39,OH
LP0026__high-public-trust__R1,LP0026,High public trust,1,Male,19,2007,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,05,AR
LP0027__high-public-trust__R1,LP0027,High public trust,1,Male,22,2004,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,36,NY
LP0028__high-public-trust__R1,LP0028,High public trust,1,Male,20,2006,18-29,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,21,KY
LP0029__high-public-trust__R1,LP0029,High public trust,1,Male,19,2007,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,17,IL
LP0030__high-public-trust__R1,LP0030,High public trust,1,Male,26,2000,18-29,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,29,MO
LP0031__high-public-trust__R1,LP0031,High public trust,1,Male,20,2006,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Democrat,48,TX
LP0032__high-public-trust__R1,LP0032,High public trust,1,Male,27,1999,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,36,NY
LP0033__high-public-trust__R1,LP0033,High public trust,1,Male,26,2000,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,12,FL
LP0034__high-public-trust__R1,LP0034,High public trust,1,Male,29,1997,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,36,NY
LP0035__high-public-trust__R1,LP0035,High public trust,1,Male,19,2007,18-29,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,31,NE
LP0036__high-public-trust__R1,LP0036,High public trust,1,Male,23,2003,18-29,White / Caucasian,Less than high school,"$30,000 to $55,999",Independent,26,MI
LP0037__high-public-trust__R1,LP0037,High public trust,1,Male,26,2000,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,42,PA
LP0038__high-public-trust__R1,LP0038,High public trust,1,Male,21,2005,18-29,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,29,MO
LP0039__high-public-trust__R1,LP0039,High public trust,1,Male,22,2004,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,51,VA
LP0040__high-public-trust__R1,LP0040,High public trust,1,Male,26,2000,18-29,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Independent,16,ID
LP0041__high-public-trust__R1,LP0041,High public trust,1,Male,18,2008,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,51,VA
LP0042__high-public-trust__R1,LP0042,High public trust,1,Male,18,2008,18-29,White / Caucasian,Less than high school,"$168,000 or more",Independent,13,GA
LP0043__high-public-trust__R1,LP0043,High public trust,1,Male,29,1997,18-29,White / Caucasian,Less than high school,"$30,000 to $55,999",Independent,56,WY
LP0044__high-public-trust__R1,LP0044,High public trust,1,Male,25,2001,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,42,PA
LP0045__high-public-trust__R1,LP0045,High public trust,1,Male,28,1998,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,42,PA
LP0046__high-public-trust__R1,LP0046,High public trust,1,Male,26,2000,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,19,IA
LP0047__high-public-trust__R1,LP0047,High public trust,1,Male,27,1999,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,20,KS
LP0048__high-public-trust__R1,LP0048,High public trust,1,Male,20,2006,18-29,White / Caucasian,Less than high school,"$56,000 to $99,999",Independent,48,TX
LP0049__high-public-trust__R1,LP0049,High public trust,1,Male,23,2003,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,04,AZ
LP0050__high-public-trust__R1,LP0050,High public trust,1,Male,18,2008,18-29,White / Caucasian,Less than high school,"Less than $30,000",Democrat,21,KY
LP0051__high-public-trust__R1,LP0051,High public trust,1,Male,24,2002,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Other,42,PA
LP0052__high-public-trust__R1,LP0052,High public trust,1,Male,22,2004,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,41,OR
LP0053__high-public-trust__R1,LP0053,High public trust,1,Male,20,2006,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Other,48,TX
LP0054__high-public-trust__R1,LP0054,High public trust,1,Male,21,2005,18-29,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Democrat,51,VA
LP0055__high-public-trust__R1,LP0055,High public trust,1,Male,27,1999,18-29,Black / African American,High school diploma / GED,"$56,000 to $99,999",Independent,37,NC
LP0056__high-public-trust__R1,LP0056,High public trust,1,Male,18,2008,18-29,Black / African American,Some college or Associate's degree,"$168,000 or more",Other,17,IL
LP0057__high-public-trust__R1,LP0057,High public trust,1,Male,18,2008,18-29,Black / African American,Less than high school,"$30,000 to $55,999",Democrat,12,FL
LP0058__high-public-trust__R1,LP0058,High public trust,1,Male,27,1999,18-29,Black / African American,High school diploma / GED,"$100,000 to $167,999",Other,53,WA
LP0059__high-public-trust__R1,LP0059,High public trust,1,Male,25,2001,18-29,Black / African American,High school diploma / GED,"$100,000 to $167,999",Independent,17,IL
LP0060__high-public-trust__R1,LP0060,High public trust,1,Male,27,1999,18-29,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Independent,24,MD
LP0061__high-public-trust__R1,LP0061,High public trust,1,Male,27,1999,18-29,Black / African American,Master's degree / Professional degree,"$30,000 to $55,999",Democrat,47,TN
LP0062__high-public-trust__R1,LP0062,High public trust,1,Male,21,2005,18-29,Black / African American,High school diploma / GED,"Less than $30,000",Independent,49,UT
LP0063__high-public-trust__R1,LP0063,High public trust,1,Male,22,2004,18-29,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Other,34,NJ
LP0064__high-public-trust__R1,LP0064,High public trust,1,Male,25,2001,18-29,Black / African American,High school diploma / GED,"$30,000 to $55,999",Other,42,PA
LP0065__high-public-trust__R1,LP0065,High public trust,1,Male,27,1999,18-29,Black / African American,High school diploma / GED,"$30,000 to $55,999",Independent,48,TX
LP0066__high-public-trust__R1,LP0066,High public trust,1,Male,21,2005,18-29,Black / African American,Some college or Associate's degree,"$168,000 or more",Democrat,13,GA
LP0067__high-public-trust__R1,LP0067,High public trust,1,Male,25,2001,18-29,Black / African American,Bachelor's degree,"$168,000 or more",Democrat,12,FL
LP0068__high-public-trust__R1,LP0068,High public trust,1,Male,25,2001,18-29,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Other,17,IL
LP0069__high-public-trust__R1,LP0069,High public trust,1,Male,25,2001,18-29,Hispanic / Latino,High school diploma / GED,"$168,000 or more",Democrat,42,PA
LP0070__high-public-trust__R1,LP0070,High public trust,1,Male,22,2004,18-29,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Independent,06,CA
LP0071__high-public-trust__R1,LP0071,High public trust,1,Male,26,2000,18-29,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Independent,12,FL
LP0072__high-public-trust__R1,LP0072,High public trust,1,Male,24,2002,18-29,Hispanic / Latino,High school diploma / GED,"$168,000 or more",Democrat,25,MA
LP0073__high-public-trust__R1,LP0073,High public trust,1,Male,25,2001,18-29,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Other,31,NE
LP0074__high-public-trust__R1,LP0074,High public trust,1,Male,23,2003,18-29,Hispanic / Latino,Less than high school,"Less than $30,000",Independent,06,CA
LP0075__high-public-trust__R1,LP0075,High public trust,1,Male,20,2006,18-29,Hispanic / Latino,High school diploma / GED,"$168,000 or more",Independent,47,TN
LP0076__high-public-trust__R1,LP0076,High public trust,1,Male,19,2007,18-29,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Independent,24,MD
LP0077__high-public-trust__R1,LP0077,High public trust,1,Male,27,1999,18-29,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Democrat,06,CA
LP0078__high-public-trust__R1,LP0078,High public trust,1,Male,21,2005,18-29,Hispanic / Latino,Less than high school,"Less than $30,000",Other,19,IA
LP0079__high-public-trust__R1,LP0079,High public trust,1,Male,29,1997,18-29,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Independent,13,GA
LP0080__high-public-trust__R1,LP0080,High public trust,1,Male,27,1999,18-29,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Republican,17,IL
LP0081__high-public-trust__R1,LP0081,High public trust,1,Male,19,2007,18-29,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Democrat,41,OR
LP0082__high-public-trust__R1,LP0082,High public trust,1,Male,25,2001,18-29,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Independent,41,OR
LP0083__high-public-trust__R1,LP0083,High public trust,1,Male,24,2002,18-29,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Independent,12,FL
LP0084__high-public-trust__R1,LP0084,High public trust,1,Male,21,2005,18-29,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Independent,06,CA
